laptop_ID,Company,TypeName,Inches,PanelType,Touchscreen,ProcessorType,ModelIdentifier,Core,ProcessorSpeed(GHz),Ram(GB),Memory SSD GB,Memory HDD GB,Memory FL STO GB,Memory Hybrid GB,GpuBrand,GpuModel,OpSys,Weight(KG),Price_euros,Ancho,Alto,Pixeles,AspectRatio
507,2,6,11.6,6,0,6.0,3350,2.0,1.1,4,0.0,0.0,64.0,0.0,3,500,5,1.2,340.0,1366,768,1049088,1.7786458333333333
1052,3,4,15.6,1,0,5.0,6300,0.0,2.4,8,256.0,0.0,0.0,0.0,3,520,5,2.09,1062.95,1920,1080,2073600,1.7777777777777777
1086,4,4,15.6,6,0,5.0,6200,0.0,2.3,4,0.0,500.0,0.0,0.0,3,520,5,2.31,1199.0,1366,768,1049088,1.7786458333333333
920,5,4,15.6,4,0,5.0,6300,0.0,2.3,8,128.0,1000.0,0.0,0.0,10,960,5,2.6,789.0,1920,1080,2073600,1.7777777777777777
1302,5,1,14.0,4,1,1.0,6500,0.0,2.5,4,128.0,0.0,0.0,0.0,3,520,5,1.8,638.0,1920,1080,2073600,1.7777777777777777
270,3,1,15.6,1,1,5.0,8250,0.0,1.6,8,256.0,0.0,0.0,0.0,17,620,5,2.67,799.0,1920,1080,2073600,1.7777777777777777
1126,3,4,15.6,6,0,5.0,6200,0.0,2.3,4,0.0,500.0,0.0,0.0,15,5,5,2.24,769.15,1366,768,1049088,1.7786458333333333
917,7,5,15.6,4,1,1.0,7500,0.0,2.7,16,512.0,0.0,0.0,0.0,3,620,5,1.08,2099.0,1920,1080,2073600,1.7777777777777777
382,5,6,11.6,2,0,6.0,3450,4.0,1.1,4,128.0,0.0,0.0,0.0,3,500,5,1.59,553.0,1366,768,1049088,1.7786458333333333
91,3,5,13.3,4,0,1.0,8550,0.0,1.8,8,256.0,0.0,0.0,0.0,17,620,5,1.21,1649.0,1920,1080,2073600,1.7777777777777777
529,3,4,14.0,1,0,5.0,7300,0.0,2.6,8,256.0,0.0,0.0,0.0,3,620,5,1.64,1279.73,1920,1080,2073600,1.7777777777777777
1138,3,4,15.6,6,0,5.0,6200,0.0,2.3,4,0.0,500.0,0.0,0.0,3,520,2,2.09,523.63,1366,768,1049088,1.7786458333333333
228,4,4,15.6,1,0,5.0,8250,0.0,1.6,8,0.0,1000.0,0.0,0.0,17,620,5,2.1,794.0,1920,1080,2073600,1.7777777777777777
951,6,2,15.6,1,0,1.0,7700,0.0,2.8,8,128.0,1000.0,0.0,0.0,10,1050,5,2.2,1199.0,1920,1080,2073600,1.7777777777777777
979,3,4,15.6,6,0,4.0,6006,0.0,2.0,4,0.0,1000.0,0.0,0.0,15,5,2,2.25,465.62,1366,768,1049088,1.7786458333333333
372,3,4,17.3,1,0,5.0,8250,0.0,1.6,8,128.0,1000.0,0.0,0.0,14,530,5,2.8,1085.0,1920,1080,2073600,1.7777777777777777
603,5,1,13.3,4,1,1.0,7500,0.0,2.7,8,512.0,0.0,0.0,0.0,3,620,5,1.37,2025.0,1920,1080,2073600,1.7777777777777777
441,5,4,15.6,1,0,1.0,7820,0.0,2.9,16,512.0,0.0,0.0,0.0,12,2200,5,2.5,2449.0,1920,1080,2073600,1.7777777777777777
960,3,5,12.5,1,1,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,0,5,1.36,1472.2,1920,1080,2073600,1.7777777777777777
527,5,2,15.6,4,0,1.0,7700,0.0,2.8,8,256.0,1000.0,0.0,0.0,10,1060,5,3.2,1399.0,1920,1080,2073600,1.7777777777777777
405,3,3,15.6,0,1,1.0,7700,0.0,2.8,8,256.0,0.0,0.0,0.0,12,1200,5,1.78,2712.0,3840,2160,8294400,1.7777777777777777
6,0,4,15.6,6,0,8.0,9420,0.0,3.0,4,0.0,500.0,0.0,0.0,15,5,5,2.1,400.0,1366,768,1049088,1.7786458333333333
819,4,2,17.3,4,0,1.0,7700,0.0,2.8,12,0.0,1000.0,0.0,0.0,16,580,5,3.74,1749.0,1920,1080,2073600,1.7777777777777777
58,2,4,15.6,6,0,5.0,7200,0.0,2.5,4,256.0,0.0,0.0,0.0,3,620,5,2.0,586.19,1366,768,1049088,1.7786458333333333
1234,0,4,17.3,6,0,4.0,6006,0.0,2.0,4,0.0,1000.0,0.0,0.0,8,940,5,3.3,598.0,1600,900,1440000,1.7777777777777777
359,4,3,15.6,1,0,1.0,7700,0.0,2.8,8,256.0,0.0,0.0,0.0,12,1200,5,2.6,1738.27,1920,1080,2073600,1.7777777777777777
1272,3,4,15.6,6,0,7.0,3700,4.0,1.6,4,0.0,500.0,0.0,0.0,3,0,5,2.2,443.99,1366,768,1049088,1.7786458333333333
1170,5,4,15.6,1,0,5.0,6200,0.0,2.3,8,0.0,1000.0,0.0,0.0,15,5,4,2.32,599.0,1920,1080,2073600,1.7777777777777777
587,7,4,14.0,4,0,6.0,3450,4.0,1.1,4,32.0,0.0,0.0,0.0,3,500,5,1.45,389.0,1920,1080,2073600,1.7777777777777777
283,5,4,17.3,6,0,4.0,6006,0.0,2.0,4,0.0,1000.0,0.0,0.0,3,520,5,2.8,489.0,1600,900,1440000,1.7777777777777777
1108,3,5,13.3,4,0,5.0,8250,0.0,1.6,4,256.0,0.0,0.0,0.0,14,530,5,1.4,818.35,1920,1080,2073600,1.7777777777777777
686,7,5,15.6,4,0,1.0,8550,0.0,1.8,8,512.0,0.0,0.0,0.0,3,620,5,1.09,2299.0,1920,1080,2073600,1.7777777777777777
922,7,5,14.0,4,1,1.0,7500,0.0,2.7,8,512.0,0.0,0.0,0.0,3,620,5,0.98,1899.0,1920,1080,2073600,1.7777777777777777
157,4,5,14.0,1,0,5.0,7500,0.0,2.7,4,256.0,0.0,0.0,0.0,3,620,5,1.48,1082.0,1920,1080,2073600,1.7777777777777777
1194,5,4,15.6,1,0,1.0,6500,0.0,2.5,4,0.0,0.0,0.0,1000.0,3,520,5,2.32,825.0,1920,1080,2073600,1.7777777777777777
77,2,2,15.6,1,0,1.0,7700,0.0,2.8,8,0.0,1000.0,0.0,0.0,10,1050,5,2.2,949.0,1920,1080,2073600,1.7777777777777777
901,4,4,14.0,1,0,5.0,7200,0.0,2.5,4,128.0,0.0,0.0,0.0,3,620,5,1.95,1265.0,1920,1080,2073600,1.7777777777777777
1153,3,4,15.6,6,0,5.0,7200,0.0,2.5,8,0.0,1000.0,0.0,0.0,15,7,5,2.5,784.0,1366,768,1049088,1.7786458333333333
634,5,4,15.6,1,0,5.0,7200,0.0,2.5,4,128.0,0.0,0.0,0.0,3,620,4,2.2,468.0,1920,1080,2073600,1.7777777777777777
147,4,4,15.6,6,0,12.0,9220,0.0,2.5,4,256.0,0.0,0.0,0.0,15,4,5,1.86,369.0,1366,768,1049088,1.7786458333333333
258,5,1,13.9,4,1,1.0,8550,0.0,1.8,8,512.0,0.0,0.0,0.0,17,620,5,1.37,1849.0,1920,1080,2073600,1.7777777777777777
640,5,4,15.6,1,0,5.0,8250,0.0,1.6,4,256.0,0.0,0.0,0.0,17,620,5,1.8,829.0,1920,1080,2073600,1.7777777777777777
675,4,4,15.6,1,0,1.0,7500,0.0,2.7,8,0.0,1000.0,0.0,0.0,14,530,5,2.1,745.0,1920,1080,2073600,1.7777777777777777
956,0,4,15.6,6,0,5.0,7200,0.0,2.5,4,0.0,500.0,0.0,0.0,3,620,5,2.23,619.0,1366,768,1049088,1.7786458333333333
1295,0,4,15.6,6,0,6.0,3060,2.0,1.6,4,0.0,500.0,0.0,0.0,3,400,2,2.4,289.0,1366,768,1049088,1.7786458333333333
723,5,4,14.0,4,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,8,920,5,1.87,857.07,1920,1080,2073600,1.7777777777777777
1093,5,4,15.6,6,0,5.0,6200,0.0,2.3,4,0.0,500.0,0.0,0.0,3,520,5,2.1,540.0,1366,768,1049088,1.7786458333333333
1289,5,1,13.3,7,1,1.0,6500,0.0,2.5,16,512.0,0.0,0.0,0.0,3,520,5,1.3,1499.0,3200,1800,5760000,1.7777777777777777
1130,3,5,13.3,1,0,1.0,7560,0.0,2.4,8,256.0,0.0,0.0,0.0,5,640,5,1.23,1379.0,1920,1080,2073600,1.7777777777777777
864,5,5,14.0,4,0,1.0,7700,0.0,2.8,8,256.0,0.0,0.0,0.0,9,940,5,1.96,1903.0,1920,1080,2073600,1.7777777777777777
842,5,4,14.0,1,0,5.0,6200,0.0,2.3,8,256.0,0.0,0.0,0.0,3,520,5,1.7,1186.0,1920,1080,2073600,1.7777777777777777
294,5,4,15.6,1,0,1.0,7500,0.0,2.7,8,0.0,1000.0,0.0,0.0,8,940,4,2.2,659.01,1920,1080,2073600,1.7777777777777777
315,5,4,13.3,4,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,1.1,999.0,1920,1080,2073600,1.7777777777777777
89,4,4,15.6,1,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,1.96,598.99,1920,1080,2073600,1.7777777777777777
7,1,5,15.4,5,0,1.0,7200,0.0,2.2,16,0.0,0.0,256.0,0.0,6,0,3,2.04,2139.97,2880,1800,5184000,1.6
636,3,4,15.6,1,0,1.0,7700,0.0,2.8,8,256.0,0.0,0.0,0.0,10,1050,5,2.0,1820.0,1920,1080,2073600,1.7777777777777777
872,4,4,15.6,1,0,5.0,7300,0.0,2.6,8,256.0,0.0,0.0,0.0,15,7,5,1.84,1349.0,1920,1080,2073600,1.7777777777777777
633,7,4,14.0,1,0,2.0,58350,0.0,1.44,2,0.0,0.0,32.0,0.0,3,0,5,1.4,239.0,1920,1080,2073600,1.7777777777777777
870,5,4,15.6,1,0,4.0,6006,0.0,2.0,4,0.0,1000.0,0.0,0.0,3,520,4,2.2,469.0,1920,1080,2073600,1.7777777777777777
1009,2,4,13.3,8,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,1.4,1150.0,3200,1800,5760000,1.7777777777777777
580,5,4,15.6,1,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,2.3,830.0,1920,1080,2073600,1.7777777777777777
1034,3,1,15.6,4,1,4.0,6100,0.0,2.3,4,0.0,1000.0,0.0,0.0,3,520,5,2.08,795.99,1920,1080,2073600,1.7777777777777777
585,6,2,17.3,1,0,1.0,7820,0.0,2.9,16,512.0,1000.0,0.0,0.0,10,1070,5,4.14,2729.0,1920,1080,2073600,1.7777777777777777
429,4,4,15.6,1,0,1.0,7820,0.0,2.9,8,256.0,0.0,0.0,0.0,3,630,5,2.31,1427.0,1920,1080,2073600,1.7777777777777777
325,4,4,14.0,1,0,1.0,7500,0.0,2.7,8,256.0,0.0,0.0,0.0,3,620,5,1.48,1292.0,1920,1080,2073600,1.7777777777777777
608,4,4,15.6,6,0,4.0,7100,0.0,2.4,4,0.0,500.0,0.0,0.0,3,620,5,2.1,668.48,1366,768,1049088,1.7786458333333333
862,2,2,15.6,1,0,1.0,7700,0.0,2.8,16,128.0,1000.0,0.0,0.0,10,1060,5,2.1,1899.0,1920,1080,2073600,1.7777777777777777
457,4,4,15.6,6,0,5.0,7200,0.0,2.5,8,128.0,0.0,0.0,0.0,3,620,5,1.91,589.0,1366,768,1049088,1.7786458333333333
989,4,4,15.6,4,0,5.0,7200,0.0,2.7,8,128.0,1000.0,0.0,0.0,8,930,5,2.04,979.0,1920,1080,2073600,1.7777777777777777
34,3,5,13.3,8,1,1.0,8550,0.0,1.8,16,512.0,0.0,0.0,0.0,17,620,5,1.2,1869.0,3200,1800,5760000,1.7777777777777777
194,5,1,14.0,6,1,1.0,7500,0.0,2.7,16,1000.0,0.0,0.0,0.0,3,620,5,1.42,2824.0,2560,1440,3686400,1.7777777777777777
949,4,6,12.5,1,0,5.0,6200,0.0,2.3,8,256.0,0.0,0.0,0.0,3,520,5,1.26,1669.0,1920,1080,2073600,1.7777777777777777
1059,4,4,15.6,1,0,5.0,6300,0.0,2.4,8,256.0,500.0,0.0,0.0,3,520,5,1.84,2103.34,1920,1080,2073600,1.7777777777777777
1276,5,4,15.6,1,0,1.0,6500,0.0,2.5,8,0.0,0.0,0.0,1000.0,15,5,5,2.32,895.0,1920,1080,2073600,1.7777777777777777
628,5,4,14.0,1,0,5.0,6200,0.0,2.3,8,256.0,0.0,0.0,0.0,3,520,5,1.65,1465.0,1920,1080,2073600,1.7777777777777777
1155,4,5,15.6,1,0,1.0,6500,0.0,2.5,8,256.0,0.0,0.0,0.0,3,520,5,1.88,2171.72,1920,1080,2073600,1.7777777777777777
371,4,4,15.6,6,0,7.0,3710,4.0,1.6,8,0.0,2000.0,0.0,0.0,3,405,5,2.04,389.0,1366,768,1049088,1.7786458333333333
590,3,4,15.6,1,0,1.0,7600,0.0,2.8,16,256.0,0.0,0.0,0.0,8,930,5,1.93,1537.39,1920,1080,2073600,1.7777777777777777
877,8,5,13.3,6,0,5.0,6200,0.0,2.3,8,256.0,0.0,0.0,0.0,3,520,5,1.2,1095.0,1366,768,1049088,1.7786458333333333
555,4,4,15.6,1,0,4.0,6006,0.0,2.0,4,0.0,500.0,0.0,0.0,3,520,5,1.86,397.0,1920,1080,2073600,1.7777777777777777
337,8,4,15.6,4,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,2.0,943.0,1920,1080,2073600,1.7777777777777777
495,5,5,12.5,4,0,1.0,7500,0.0,2.7,16,512.0,0.0,0.0,0.0,3,620,5,1.36,1798.0,1920,1080,2073600,1.7777777777777777
557,5,4,15.6,1,0,4.0,6006,0.0,2.0,4,128.0,0.0,0.0,0.0,3,520,5,2.2,499.0,1920,1080,2073600,1.7777777777777777
169,6,2,15.6,4,0,1.0,7700,0.0,2.8,16,256.0,1000.0,0.0,0.0,10,1060,5,2.4,1799.0,1920,1080,2073600,1.7777777777777777
95,3,2,15.6,1,0,5.0,7300,0.0,2.5,8,256.0,0.0,0.0,0.0,10,1060,5,2.65,1195.0,1920,1080,2073600,1.7777777777777777
741,0,4,15.6,6,0,5.0,7200,0.0,2.5,4,0.0,500.0,0.0,0.0,3,620,5,2.4,559.0,1366,768,1049088,1.7786458333333333
892,4,1,15.6,6,1,5.0,7200,0.0,2.5,4,0.0,500.0,0.0,0.0,3,620,5,2.3,684.8,1366,768,1049088,1.7786458333333333
409,5,4,15.6,4,0,5.0,8250,0.0,1.6,8,256.0,1000.0,0.0,0.0,16,550,5,2.1,1144.5,1920,1080,2073600,1.7777777777777777
948,8,4,14.0,4,0,5.0,6200,0.0,2.3,4,128.0,0.0,0.0,0.0,3,520,5,1.47,1105.0,1920,1080,2073600,1.7777777777777777
321,4,1,13.3,3,1,1.0,8550,0.0,1.8,16,1000.0,0.0,0.0,0.0,17,620,5,1.29,2449.0,3840,2160,8294400,1.7777777777777777
1015,4,4,13.3,4,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,1.34,1189.0,1920,1080,2073600,1.7777777777777777
213,5,4,15.6,6,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,2.2,597.0,1366,768,1049088,1.7786458333333333
530,4,4,15.6,6,0,4.0,6006,0.0,2.0,4,128.0,0.0,0.0,0.0,3,520,5,1.63,689.0,1366,768,1049088,1.7786458333333333
511,5,6,11.6,6,0,6.0,3060,2.0,1.6,4,16.0,0.0,0.0,0.0,3,400,1,1.25,265.0,1366,768,1049088,1.7786458333333333
811,3,5,13.3,1,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,1.29,1499.0,1920,1080,2073600,1.7777777777777777
875,3,5,13.3,8,1,1.0,7660,0.0,2.5,16,512.0,0.0,0.0,0.0,5,640,5,1.29,2240.0,3200,1800,5760000,1.7777777777777777
627,4,4,14.0,6,0,5.0,7300,0.0,2.6,8,256.0,0.0,0.0,0.0,3,620,5,2.31,1124.0,1366,768,1049088,1.7786458333333333
1174,6,2,17.3,1,0,1.0,7700,0.0,2.8,16,256.0,1000.0,0.0,0.0,10,1050,5,2.7,1492.8,1920,1080,2073600,1.7777777777777777
460,5,4,14.0,1,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,1.65,1345.0,1920,1080,2073600,1.7777777777777777
1065,4,4,15.6,4,0,1.0,7500,0.0,2.7,8,0.0,1000.0,0.0,0.0,8,940,5,1.91,979.0,1920,1080,2073600,1.7777777777777777
652,0,4,15.6,6,0,4.0,6006,0.0,2.0,4,0.0,500.0,0.0,0.0,3,520,5,2.4,450.0,1366,768,1049088,1.7786458333333333
164,2,4,15.6,6,0,8.0,9420,0.0,3.0,4,0.0,1000.0,0.0,0.0,15,5,5,2.03,403.0,1366,768,1049088,1.7786458333333333
348,4,4,15.6,4,0,4.0,7100,0.0,2.4,8,0.0,1000.0,0.0,0.0,8,930,5,2.1,716.0,1920,1080,2073600,1.7777777777777777
9,2,5,14.0,1,0,1.0,8550,0.0,1.8,16,512.0,0.0,0.0,0.0,11,150,5,1.3,1495.0,1920,1080,2073600,1.7777777777777777
868,4,1,13.3,1,1,1.0,7600,0.0,2.8,8,256.0,0.0,0.0,0.0,3,620,5,1.28,2559.0,1920,1080,2073600,1.7777777777777777
386,4,2,17.3,4,0,1.0,7700,0.0,2.8,8,128.0,1000.0,0.0,0.0,10,1050,5,3.35,1191.0,1920,1080,2073600,1.7777777777777777
897,3,4,15.6,6,0,4.0,6006,0.0,2.0,4,0.0,1000.0,0.0,0.0,15,5,2,2.18,455.7,1366,768,1049088,1.7786458333333333
1,1,5,13.3,5,0,5.0,7200,0.0,2.3,8,128.0,0.0,0.0,0.0,5,640,3,1.37,1339.69,2560,1600,4096000,1.6
72,7,5,13.5,6,1,5.0,7200,0.0,2.5,4,128.0,0.0,0.0,0.0,3,620,5,1.252,1089.0,2256,1504,3393024,1.5
73,3,5,13.3,4,0,1.0,8550,0.0,1.8,8,256.0,0.0,0.0,0.0,14,530,5,1.4,955.0,1920,1080,2073600,1.7777777777777777
452,3,4,14.0,1,0,5.0,7440,0.0,2.8,8,256.0,0.0,0.0,0.0,8,930,5,1.64,1179.0,1920,1080,2073600,1.7777777777777777
588,3,4,15.6,6,0,5.0,7300,0.0,2.6,8,0.0,500.0,0.0,0.0,3,620,5,1.9,1008.52,1366,768,1049088,1.7786458333333333
1237,0,1,14.0,4,1,1.0,775,0.0,1.3,8,256.0,0.0,0.0,0.0,3,615,5,1.2,1149.0,1920,1080,2073600,1.7777777777777777
1187,6,2,15.6,4,0,1.0,7500,0.0,2.7,8,0.0,1000.0,0.0,0.0,10,1050,5,2.2,839.0,1920,1080,2073600,1.7777777777777777
1270,5,4,15.6,1,0,4.0,6100,0.0,2.3,6,128.0,0.0,0.0,0.0,8,920,5,2.4,569.0,1920,1080,2073600,1.7777777777777777
54,4,4,13.3,1,0,1.0,8550,0.0,1.8,8,512.0,0.0,0.0,0.0,17,620,5,1.49,1103.0,1920,1080,2073600,1.7777777777777777
802,5,1,15.6,1,1,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,15,7,5,2.08,959.0,1920,1080,2073600,1.7777777777777777
1045,0,4,15.6,6,0,8.0,9420,0.0,3.0,6,0.0,1000.0,0.0,0.0,15,5,5,2.1,409.0,1366,768,1049088,1.7786458333333333
830,8,5,14.0,6,0,5.0,7200,0.0,2.5,4,128.0,0.0,0.0,0.0,3,620,5,1.25,1090.0,1366,768,1049088,1.7786458333333333
498,8,5,13.3,1,1,1.0,7500,0.0,2.7,32,512.0,0.0,0.0,0.0,3,620,5,1.05,2799.0,1920,1080,2073600,1.7777777777777777
908,3,2,15.6,1,0,1.0,7700,0.0,2.8,8,0.0,1000.0,0.0,0.0,10,1050,2,2.62,929.0,1920,1080,2073600,1.7777777777777777
339,5,4,15.6,1,0,4.0,6006,0.0,2.0,4,0.0,1000.0,0.0,0.0,3,520,5,1.85,449.0,1920,1080,2073600,1.7777777777777777
1028,4,4,13.3,6,0,4.0,7100,0.0,2.4,4,0.0,500.0,0.0,0.0,3,620,5,1.49,800.0,1366,768,1049088,1.7786458333333333
353,3,5,15.6,1,0,1.0,8650,0.0,1.9,16,512.0,0.0,0.0,0.0,17,620,5,1.88,1607.96,1920,1080,2073600,1.7777777777777777
609,0,4,14.0,1,0,6.0,3450,4.0,1.1,4,0.0,0.0,32.0,0.0,3,500,5,1.6,329.0,1920,1080,2073600,1.7777777777777777
1229,2,4,15.6,1,0,1.0,7700,0.0,2.8,16,128.0,1000.0,0.0,0.0,10,1060,5,2.2,1749.0,1920,1080,2073600,1.7777777777777777
176,5,4,15.6,6,0,12.0,9220,0.0,2.9,4,0.0,500.0,0.0,0.0,15,4,4,2.2,309.0,1366,768,1049088,1.7786458333333333
997,7,4,15.6,6,0,5.0,6200,0.0,2.3,4,256.0,0.0,0.0,0.0,3,520,5,2.3,649.0,1366,768,1049088,1.7786458333333333
995,8,4,13.3,1,0,5.0,6200,0.0,2.3,4,128.0,0.0,0.0,0.0,3,520,5,1.2,1195.0,1920,1080,2073600,1.7777777777777777
962,3,4,17.3,6,0,4.0,6006,0.0,2.0,4,0.0,1000.0,0.0,0.0,15,7,5,2.36,659.0,1600,900,1440000,1.7777777777777777
782,3,2,15.6,1,0,1.0,7700,0.0,2.8,8,0.0,1000.0,0.0,0.0,10,1050,5,2.62,1099.0,1920,1080,2073600,1.7777777777777777
730,5,5,14.0,4,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,1.32,1499.0,1920,1080,2073600,1.7777777777777777
84,4,4,14.0,1,0,5.0,8250,0.0,1.6,8,256.0,0.0,0.0,0.0,3,620,5,1.63,860.0,1920,1080,2073600,1.7777777777777777
289,0,4,15.6,4,0,1.0,8550,0.0,1.8,8,256.0,0.0,0.0,0.0,11,150,5,3.0,951.0,1920,1080,2073600,1.7777777777777777
74,3,4,15.6,1,0,1.0,8550,0.0,1.8,8,256.0,0.0,0.0,0.0,14,530,5,2.2,870.0,1920,1080,2073600,1.7777777777777777
220,3,5,13.3,4,0,1.0,8550,0.0,1.8,8,256.0,0.0,0.0,0.0,14,530,5,1.4,931.88,1920,1080,2073600,1.7777777777777777
143,0,4,17.3,4,0,4.0,7130,0.0,2.7,4,0.0,1000.0,0.0,0.0,11,130,5,3.0,655.0,1920,1080,2073600,1.7777777777777777
453,0,4,15.6,6,0,5.0,7200,0.0,2.5,4,0.0,500.0,0.0,0.0,3,620,2,2.4,441.8,1366,768,1049088,1.7786458333333333
184,3,4,15.6,1,0,1.0,8550,0.0,1.8,16,256.0,2000.0,0.0,0.0,14,530,2,2.02,1049.0,1920,1080,2073600,1.7777777777777777
71,2,2,17.3,1,0,1.0,7700,0.0,2.8,12,0.0,1000.0,0.0,0.0,10,1050,2,3.0,949.0,1920,1080,2073600,1.7777777777777777
622,2,2,17.3,1,0,1.0,7700,0.0,2.8,8,128.0,1000.0,0.0,0.0,10,1050,5,3.0,1168.0,1920,1080,2073600,1.7777777777777777
406,5,5,14.0,2,0,1.0,7500,0.0,2.7,16,1000.0,0.0,0.0,0.0,3,620,5,1.13,2625.0,2560,1440,3686400,1.7777777777777777
1169,4,4,15.6,6,0,3.0,7110,0.0,1.8,4,0.0,500.0,0.0,0.0,15,2,5,1.86,297.0,1366,768,1049088,1.7786458333333333
179,3,4,15.6,6,0,4.0,7100,0.0,2.4,8,0.0,1000.0,0.0,0.0,3,620,5,2.3,459.0,1366,768,1049088,1.7786458333333333
488,3,4,15.6,6,0,4.0,7100,0.0,2.4,4,0.0,1000.0,0.0,0.0,3,620,5,2.18,586.6,1366,768,1049088,1.7786458333333333
966,8,4,13.3,1,0,5.0,6200,0.0,2.3,8,256.0,0.0,0.0,0.0,3,520,5,1.2,1460.0,1920,1080,2073600,1.7777777777777777
1314,4,6,11.6,6,0,6.0,3060,2.0,1.6,2,0.0,0.0,32.0,0.0,3,400,5,1.17,209.0,1366,768,1049088,1.7786458333333333
1288,5,1,14.0,4,1,1.0,6500,0.0,2.5,4,128.0,0.0,0.0,0.0,3,520,5,1.8,638.0,1920,1080,2073600,1.7777777777777777
340,2,2,15.6,1,0,1.0,7700,0.0,2.8,8,256.0,0.0,0.0,0.0,10,1050,5,2.5,999.0,1920,1080,2073600,1.7777777777777777
93,0,4,15.6,1,0,1.0,8550,0.0,1.8,8,0.0,1000.0,0.0,0.0,11,150,5,2.2,689.0,1920,1080,2073600,1.7777777777777777
24,3,1,13.3,1,1,5.0,8250,0.0,1.6,8,256.0,0.0,0.0,0.0,17,620,5,1.62,819.0,1920,1080,2073600,1.7777777777777777
454,3,3,15.6,1,0,11.0,31505,0.0,3.0,8,0.0,1000.0,64.0,0.0,12,620,5,2.23,1993.0,1920,1080,2073600,1.7777777777777777
393,3,3,15.6,1,0,5.0,6440,0.0,2.6,8,0.0,500.0,0.0,0.0,1,5130,5,2.23,1369.0,1920,1080,2073600,1.7777777777777777
1240,4,4,15.6,1,0,10.0,9720,0.0,2.7,6,0.0,1000.0,0.0,0.0,14,530,5,2.1,529.0,1920,1080,2073600,1.7777777777777777
964,4,3,15.6,4,0,1.0,6820,0.0,2.7,8,8.0,0.0,0.0,0.0,12,1000,5,2.0,2249.0,1920,1080,2073600,1.7777777777777777
1068,3,5,13.3,8,1,1.0,7500,0.0,2.7,16,1000.0,0.0,0.0,0.0,3,620,5,1.2,2254.0,3200,1800,5760000,1.7777777777777777
